id,price,rooms,bathrooms,square_meters,zone,city,price_per_m2
985,250000,5,3,219,GBA Oeste,Castelar,1142
986,250000,4,2,150,GBA Oeste,Castelar,1667
987,265000,4,2,180,GBA Oeste,Castelar,1472
988,265000,4,1,160,GBA Oeste,Castelar,1656
989,280000,4,1,276,GBA Oeste,Castelar,1014
990,280000,5,3,240,GBA Oeste,Castelar,1167
991,299000,4,4,179,GBA Oeste,Castelar,1670
992,300000,4,3,200,GBA Oeste,Castelar,1500
993,315000,5,4,285,GBA Oeste,Castelar,1105
994,320000,4,3,200,GBA Oeste,Castelar,1600
995,379000,5,3,360,GBA Oeste,Castelar,1053
996,398000,7,3,380,GBA Oeste,Castelar,1047
997,420000,5,3,232,GBA Oeste,Castelar,1810
998,720000,6,3,317,GBA Oeste,Castelar,2271
999,1200000,6,5,386,GBA Oeste,Castelar,3109
1000,73900,3,1,59,GBA Oeste,Hurlingham,1253
1001,75000,4,1,95,GBA Oeste,Hurlingham,789
1002,79990,4,2,112,GBA Oeste,Hurlingham,714
1003,80000,5,1,88,GBA Oeste,Hurlingham,909
1004,83500,4,1,100,GBA Oeste,Hurlingham,835
1005,89000,4,2,144,GBA Oeste,Hurlingham,618
1006,89900,5,1,70,GBA Oeste,Hurlingham,1284
1007,99999,4,2,273,GBA Oeste,Hurlingham,366
1008,105000,4,1,150,GBA Oeste,Hurlingham,700
1009,110000,3,1,82,GBA Oeste,Hurlingham,1341
1010,124900,4,2,196,GBA Oeste,Hurlingham,637
1011,125000,4,2,150,GBA Oeste,Hurlingham,833
1012,129000,4,2,95,GBA Oeste,Hurlingham,1358
1013,130000,4,1,220,GBA Oeste,Hurlingham,591
1014,135000,8,2,141,GBA Oeste,Hurlingham,957
1015,145000,5,1,129,GBA Oeste,Hurlingham,1124
1016,145000,4,2,230,GBA Oeste,Hurlingham,630
1017,149000,3,1,164,GBA Oeste,Hurlingham,909
1018,155000,4,2,95,GBA Oeste,Hurlingham,1632
1019,159999,5,2,230,GBA Oeste,Hurlingham,696
1020,165000,6,4,255,GBA Oeste,Hurlingham,647
1021,169000,3,3,127,GBA Oeste,Hurlingham,1331
1022,190000,5,3,200,GBA Oeste,Hurlingham,950
1023,190000,6,3,150,GBA Oeste,Hurlingham,1267
1024,199000,4,3,253,GBA Oeste,Hurlingham,787
1025,199500,4,2,130,GBA Oeste,Hurlingham,1535
1026,199500,4,2,130,GBA Oeste,Hurlingham,1535
1027,210000,4,3,123,GBA Oeste,Hurlingham,1707
1028,210000,5,3,234,GBA Oeste,Hurlingham,897
1029,215000,4,2,170,GBA Oeste,Hurlingham,1265
1030,240000,4,2,161,GBA Oeste,Hurlingham,1491
1031,250000,5,2,132,GBA Oeste,Hurlingham,1894
1032,260000,5,3,267,GBA Oeste,Hurlingham,974
1033,280000,6,4,500,GBA Oeste,Hurlingham,560
1034,290000,5,3,250,GBA Oeste,Hurlingham,1160
1035,300000,5,5,639,GBA Oeste,Hurlingham,469
1036,300000,5,3,268,GBA Oeste,Hurlingham,1119
1037,320000,6,4,300,GBA Oeste,Hurlingham,1067
1038,329000,6,2,204,GBA Oeste,Hurlingham,1613
1039,330000,6,3,193,GBA Oeste,Hurlingham,1710
1040,350000,7,4,280,GBA Oeste,Hurlingham,1250
1041,450000,5,4,386,GBA Oeste,Hurlingham,1166
1042,485000,6,5,324,GBA Oeste,Hurlingham,1497
1043,75000,3,1,70,GBA Oeste,Ituzaingo,1071
1044,75000,3,1,90,GBA Oeste,Ituzaingo,833
1045,95000,4,2,148,GBA Oeste,Ituzaingo,642
1046,109000,5,2,90,GBA Oeste,Ituzaingo,1211
1047,109000,4,1,110,GBA Oeste,Ituzaingo,991
1048,114900,4,1,184,GBA Oeste,Ituzaingo,624
1049,144900,4,2,120,GBA Oeste,Ituzaingo,1208
1050,159000,4,1,95,GBA Oeste,Ituzaingo,1674
1051,180000,5,3,132,GBA Oeste,Ituzaingo,1364
1052,180000,4,1,150,GBA Oeste,Ituzaingo,1200
1053,215000,4,3,115,GBA Oeste,Ituzaingo,1870
1054,215000,4,3,180,GBA Oeste,Ituzaingo,1194
1055,230000,4,2,200,GBA Oeste,Ituzaingo,1150
1056,235000,4,1,142,GBA Oeste,Ituzaingo,1655
1057,240000,5,4,185,GBA Oeste,Ituzaingo,1297
1058,240000,4,3,135,GBA Oeste,Ituzaingo,1778
1059,250000,2,3,120,GBA Oeste,Ituzaingo,2083
1060,280000,4,3,250,GBA Oeste,Ituzaingo,1120
1061,290000,4,2,163,GBA Oeste,Ituzaingo,1779
1062,295000,4,4,184,GBA Oeste,Ituzaingo,1603
1063,349900,4,4,197,GBA Oeste,Ituzaingo,1776
1064,350000,5,3,300,GBA Oeste,Ituzaingo,1167
1065,370000,3,1,220,GBA Oeste,Ituzaingo,1682
1066,395000,4,4,230,GBA Oeste,Ituzaingo,1717
1067,410000,4,4,229,GBA Oeste,Ituzaingo,1790
1068,430000,5,3,270,GBA Oeste,Ituzaingo,1593
1069,440000,4,2,179,GBA Oeste,Ituzaingo,2458
1070,465000,5,3,277,GBA Oeste,Ituzaingo,1679
1071,470000,5,5,313,GBA Oeste,Ituzaingo,1502
1072,480000,4,3,237,GBA Oeste,Ituzaingo,2025
1073,515000,4,2,266,GBA Oeste,Ituzaingo,1936
1074,580000,6,4,360,GBA Oeste,Ituzaingo,1611
1075,791000,7,7,489,GBA Oeste,Ituzaingo,1618
1076,880000,7,3,427,GBA Oeste,Ituzaingo,2061
1077,900000,5,6,600,GBA Oeste,Ituzaingo,1500
1078,79000,3,1,49,GBA Oeste,La Matanza,1612
1079,80000,2,3,60,GBA Oeste,La Matanza,1333
1080,81000,3,1,55,GBA Oeste,La Matanza,1473
1081,87500,6,2,213,GBA Oeste,La Matanza,411
1082,90000,3,2,100,GBA Oeste,La Matanza,900
1083,95000,5,3,230,GBA Oeste,La Matanza,413
1084,99000,4,2,110,GBA Oeste,La Matanza,900
1085,99000,5,2,260,GBA Oeste,La Matanza,381
1086,100000,5,3,130,GBA Oeste,La Matanza,769
1087,110000,5,1,134,GBA Oeste,La Matanza,821
1088,110000,6,2,138,GBA Oeste,La Matanza,797
1089,115000,5,2,150,GBA Oeste,La Matanza,767
1090,119000,3,1,85,GBA Oeste,La Matanza,1400
1091,120000,3,2,115,GBA Oeste,La Matanza,1043
1092,127000,5,2,187,GBA Oeste,La Matanza,679
1093,130000,3,2,83,GBA Oeste,La Matanza,1566
1094,130000,4,2,178,GBA Oeste,La Matanza,730
1095,135000,4,2,160,GBA Oeste,La Matanza,844
1096,135000,8,3,290,GBA Oeste,La Matanza,466
1097,139000,7,3,208,GBA Oeste,La Matanza,668
1098,140000,2,1,88,GBA Oeste,La Matanza,1591
1099,140000,4,1,147,GBA Oeste,La Matanza,952
1100,155000,3,2,160,GBA Oeste,La Matanza,969
1101,169000,3,2,120,GBA Oeste,La Matanza,1408
1102,170000,5,3,150,GBA Oeste,La Matanza,1133
1103,179000,6,5,174,GBA Oeste,La Matanza,1029
1104,199900,4,2,190,GBA Oeste,La Matanza,1052
1105,200000,5,4,215,GBA Oeste,La Matanza,930
1106,200000,5,2,731,GBA Oeste,La Matanza,274
1107,220000,5,3,205,GBA Oeste,La Matanza,1073
1108,230000,6,3,225,GBA Oeste,La Matanza,1022
1109,237000,5,6,257,GBA Oeste,La Matanza,922
1110,255000,4,2,120,GBA Oeste,La Matanza,2125
1111,264900,5,3,207,GBA Oeste,La Matanza,1280
1112,270000,6,3,266,GBA Oeste,La Matanza,1015
1113,280000,4,3,160,GBA Oeste,La Matanza,1750
1114,300000,4,3,250,GBA Oeste,La Matanza,1200
1115,320000,4,2,152,GBA Oeste,La Matanza,2105
1116,390000,5,4,280,GBA Oeste,La Matanza,1393
1117,390000,10,6,550,GBA Oeste,La Matanza,709
1118,450000,7,5,464,GBA Oeste,La Matanza,970
1119,550000,5,4,430,GBA Oeste,La Matanza,1279
1120,900000,6,3,261,GBA Oeste,La Matanza,3448
1121,22000,3,1,45,GBA Oeste,Merlo,489
1122,37500,3,1,150,GBA Oeste,Merlo,250
1123,43000,4,1,80,GBA Oeste,Merlo,538
1124,44000,4,1,80,GBA Oeste,Merlo,550
1125,56900,4,2,120,GBA Oeste,Merlo,474
1126,59999,3,1,102,GBA Oeste,Merlo,588
1127,63000,3,1,150,GBA Oeste,Merlo,420
1128,65000,2,1,58,GBA Oeste,Merlo,1121
1129,67000,3,1,150,GBA Oeste,Merlo,447
1130,69500,3,1,229,GBA Oeste,Merlo,303
1131,75000,4,1,130,GBA Oeste,Merlo,577
1132,75000,3,1,640,GBA Oeste,Merlo,117
1133,78000,3,1,115,GBA Oeste,Merlo,678
1134,78000,5,2,130,GBA Oeste,Merlo,600
1135,79900,4,1,200,GBA Oeste,Merlo,400
1136,80000,3,1,85,GBA Oeste,Merlo,941
1137,80000,6,4,200,GBA Oeste,Merlo,400
1138,81000,5,2,680,GBA Oeste,Merlo,119
1139,85000,3,1,140,GBA Oeste,Merlo,607
1140,93000,6,2,214,GBA Oeste,Merlo,435
1141,120000,3,1,130,GBA Oeste,Merlo,923
1142,125000,3,1,110,GBA Oeste,Merlo,1136
1143,130000,6,2,172,GBA Oeste,Merlo,756
1144,130000,3,1,100,GBA Oeste,Merlo,1300
1145,133500,5,1,220,GBA Oeste,Merlo,607
1146,135000,4,1,76,GBA Oeste,Merlo,1776
1147,143000,6,4,300,GBA Oeste,Merlo,477
1148,153000,5,3,130,GBA Oeste,Merlo,1177
1149,160000,4,3,154,GBA Oeste,Merlo,1039
1150,165000,4,1,90,GBA Oeste,Merlo,1833
1151,190000,4,3,230,GBA Oeste,Merlo,826
1152,197000,4,2,118,GBA Oeste,Merlo,1669
1153,200000,4,2,120,GBA Oeste,Merlo,1667
1154,210000,7,4,300,GBA Oeste,Merlo,700
1155,216000,5,4,641,GBA Oeste,Merlo,337
1156,225000,4,2,200,GBA Oeste,Merlo,1125
1157,230000,4,2,134,GBA Oeste,Merlo,1716
1158,230000,5,4,250,GBA Oeste,Merlo,920
1159,250000,5,3,178,GBA Oeste,Merlo,1404
1160,260000,4,3,270,GBA Oeste,Merlo,963
1161,300000,5,4,153,GBA Oeste,Merlo,1961
1162,820000,4,3,330,GBA Oeste,Merlo,2485
1163,33000,3,2,300,GBA Oeste,Moreno,110
1164,45000,3,1,80,GBA Oeste,Moreno,562
1165,45000,3,1,59,GBA Oeste,Moreno,763
1166,50000,4,1,150,GBA Oeste,Moreno,333
1167,69000,4,1,102,GBA Oeste,Moreno,676
1168,71500,3,1,75,GBA Oeste,Moreno,953
1169,75000,3,2,200,GBA Oeste,Moreno,375
1170,83000,5,3,100,GBA Oeste,Moreno,830
1171,85000,4,2,160,GBA Oeste,Moreno,531
1172,89999,4,2,74,GBA Oeste,Moreno,1216
1173,99950,6,3,190,GBA Oeste,Moreno,526
1174,105000,4,2,128,GBA Oeste,Moreno,820
1175,110000,4,2,130,GBA Oeste,Moreno,846
1176,115000,6,2,230,GBA Oeste,Moreno,500
1177,157500,4,3,135,GBA Oeste,Moreno,1167
1178,160000,5,2,159,GBA Oeste,Moreno,1006
1179,180000,3,1,88,GBA Oeste,Moreno,2045
1180,200000,5,3,145,GBA Oeste,Moreno,1379
1181,224900,6,2,206,GBA Oeste,Moreno,1092
1182,245000,5,2,158,GBA Oeste,Moreno,1551
1183,258000,4,2,185,GBA Oeste,Moreno,1395
1184,260000,6,4,180,GBA Oeste,Moreno,1444
1185,270000,5,2,193,GBA Oeste,Moreno,1399
1186,320000,6,4,218,GBA Oeste,Moreno,1468
1187,325000,4,2,130,GBA Oeste,Moreno,2500
1188,340000,5,3,240,GBA Oeste,Moreno,1417
1189,349000,6,3,325,GBA Oeste,Moreno,1074
1190,350000,6,4,226,GBA Oeste,Moreno,1549
1191,365000,6,3,440,GBA Oeste,Moreno,830
1192,370000,4,3,300,GBA Oeste,Moreno,1233
1193,370000,5,2,230,GBA Oeste,Moreno,1609
1194,580000,4,4,320,GBA Oeste,Moreno,1812
1195,580000,7,6,450,GBA Oeste,Moreno,1289
1196,630000,4,4,320,GBA Oeste,Moreno,1969
1197,690000,6,3,400,GBA Oeste,Moreno,1725
1198,900000,5,3,360,GBA Oeste,Moreno,2500
1199,950000,7,4,380,GBA Oeste,Moreno,2500
1200,1250000,5,4,500,GBA Oeste,Moreno,2500
1201,1380000,7,7,925,GBA Oeste,Moreno,1492
1202,1800000,6,7,602,GBA Oeste,Moreno,2990
1203,2100000,6,5,536,GBA Oeste,Moreno,3918
1204,86000,4,1,124,GBA Oeste,Moron,694
1205,95000,5,2,180,GBA Oeste,Moron,528
1206,105000,4,1,129,GBA Oeste,Moron,814
1207,109700,5,2,92,GBA Oeste,Moron,1192
1208,110000,4,2,200,GBA Oeste,Moron,550
1209,110000,4,1,142,GBA Oeste,Moron,775
1210,115000,3,2,104,GBA Oeste,Moron,1106
1211,119900,3,1,140,GBA Oeste,Moron,856
1212,128000,3,2,168,GBA Oeste,Moron,762
1213,134000,3,2,180,GBA Oeste,Moron,744
1214,135000,3,1,182,GBA Oeste,Moron,742
1215,140000,5,2,105,GBA Oeste,Moron,1333
1216,140000,4,1,110,GBA Oeste,Moron,1273
1217,150000,3,1,155,GBA Oeste,Moron,968
1218,155000,4,2,89,GBA Oeste,Moron,1742
1219,160000,4,2,160,GBA Oeste,Moron,1000
1220,165000,4,3,234,GBA Oeste,Moron,705
1221,165000,4,2,115,GBA Oeste,Moron,1435
1222,169500,4,3,180,GBA Oeste,Moron,942
1223,180000,4,1,135,GBA Oeste,Moron,1333
1224,185000,4,2,155,GBA Oeste,Moron,1194
1225,185000,5,2,176,GBA Oeste,Moron,1051
1226,185000,5,2,185,GBA Oeste,Moron,1000
1227,185000,5,2,155,GBA Oeste,Moron,1194
1228,204900,5,2,294,GBA Oeste,Moron,697
1229,210000,5,2,325,GBA Oeste,Moron,646
1230,226000,5,3,180,GBA Oeste,Moron,1256
1231,230000,5,3,184,GBA Oeste,Moron,1250
1232,235000,6,4,447,GBA Oeste,Moron,526
1233,237000,4,2,259,GBA Oeste,Moron,915
1234,279700,5,2,260,GBA Oeste,Moron,1076
1235,280000,4,3,290,GBA Oeste,Moron,966
1236,285000,5,3,250,GBA Oeste,Moron,1140
1237,285000,5,3,240,GBA Oeste,Moron,1188
1238,295000,4,2,230,GBA Oeste,Moron,1283
1239,299900,6,2,230,GBA Oeste,Moron,1304
1240,320000,5,3,250,GBA Oeste,Moron,1280
1241,325000,5,2,225,GBA Oeste,Moron,1444
1242,326700,4,3,242,GBA Oeste,Moron,1350
1243,330000,6,3,200,GBA Oeste,Moron,1650
1244,338000,5,3,264,GBA Oeste,Moron,1280
1245,350000,6,3,274,GBA Oeste,Moron,1277
1246,380000,5,3,280,GBA Oeste,Moron,1357
1247,415000,7,4,464,GBA Oeste,Moron,894
1248,450000,5,3,282,GBA Oeste,Moron,1596
1249,80000,4,1,90,GBA Oeste,Tres de Febrero,889
1250,92000,4,1,120,GBA Oeste,Tres de Febrero,767
1251,92000,4,3,178,GBA Oeste,Tres de Febrero,517
1252,95000,3,1,84,GBA Oeste,Tres de Febrero,1131
1253,98000,5,2,251,GBA Oeste,Tres de Febrero,390
1254,99000,6,2,158,GBA Oeste,Tres de Febrero,627
1255,100000,3,1,90,GBA Oeste,Tres de Febrero,1111
1256,105000,4,1,103,GBA Oeste,Tres de Febrero,1019
1257,109000,5,2,140,GBA Oeste,Tres de Febrero,779
1258,115000,4,2,192,GBA Oeste,Tres de Febrero,599
1259,119000,5,1,154,GBA Oeste,Tres de Febrero,773
1260,119000,6,2,145,GBA Oeste,Tres de Febrero,821
1261,119900,3,1,80,GBA Oeste,Tres de Febrero,1499
1262,120000,3,1,125,GBA Oeste,Tres de Febrero,960
1263,120000,4,2,109,GBA Oeste,Tres de Febrero,1101
1264,138000,3,2,176,GBA Oeste,Tres de Febrero,784
1265,139900,5,2,100,GBA Oeste,Tres de Febrero,1399
1266,140000,5,2,140,GBA Oeste,Tres de Febrero,1000
1267,145000,6,2,200,GBA Oeste,Tres de Febrero,725
1268,148000,4,2,149,GBA Oeste,Tres de Febrero,993
1269,149000,4,1,150,GBA Oeste,Tres de Febrero,993
1270,155000,4,2,213,GBA Oeste,Tres de Febrero,728
1271,180000,4,3,308,GBA Oeste,Tres de Febrero,584
1272,185000,4,4,136,GBA Oeste,Tres de Febrero,1360
1273,185000,5,3,175,GBA Oeste,Tres de Febrero,1057
1274,195000,4,3,145,GBA Oeste,Tres de Febrero,1345
1275,200000,9,4,270,GBA Oeste,Tres de Febrero,741
1276,200000,5,3,220,GBA Oeste,Tres de Febrero,909
1277,205000,4,2,120,GBA Oeste,Tres de Febrero,1708
1278,210000,4,1,147,GBA Oeste,Tres de Febrero,1429
1279,219900,6,2,300,GBA Oeste,Tres de Febrero,733
1280,225000,2,1,160,GBA Oeste,Tres de Febrero,1406
1281,250000,4,4,200,GBA Oeste,Tres de Febrero,1250
1282,250000,3,3,150,GBA Oeste,Tres de Febrero,1667
1283,255000,4,1,213,GBA Oeste,Tres de Febrero,1197
1284,260000,5,1,220,GBA Oeste,Tres de Febrero,1182
1285,269000,7,4,300,GBA Oeste,Tres de Febrero,897
1286,269000,3,2,130,GBA Oeste,Tres de Febrero,2069
1287,389000,5,3,335,GBA Oeste,Tres de Febrero,1161
1288,390000,4,2,217,GBA Oeste,Tres de Febrero,1797
1289,470000,4,2,182,GBA Oeste,Tres de Febrero,2582
1290,495000,7,4,352,GBA Oeste,Tres de Febrero,1406
1291,500000,5,3,270,GBA Oeste,Tres de Febrero,1852
1292,650000,7,5,350,GBA Oeste,Tres de Febrero,1857
1293,975000,5,3,405,GBA Oeste,Tres de Febrero,2407
1294,45000,3,1,120,GBA Sur,Almirante Brown,375
1295,48000,4,1,89,GBA Sur,Almirante Brown,539
1296,55000,5,2,136,GBA Sur,Almirante Brown,404
1297,75000,3,1,80,GBA Sur,Almirante Brown,938
1298,79999,4,1,104,GBA Sur,Almirante Brown,769
1299,84892,5,2,220,GBA Sur,Almirante Brown,386
1300,99000,5,2,120,GBA Sur,Almirante Brown,825
1301,115000,4,1,167,GBA Sur,Almirante Brown,689
1302,115000,3,1,100,GBA Sur,Almirante Brown,1150
1303,118000,5,2,132,GBA Sur,Almirante Brown,894
1304,118000,4,2,115,GBA Sur,Almirante Brown,1026
1305,118000,4,1,90,GBA Sur,Almirante Brown,1311
1306,119000,4,1,106,GBA Sur,Almirante Brown,1123
1307,120000,4,2,157,GBA Sur,Almirante Brown,764
1308,139000,5,1,290,GBA Sur,Almirante Brown,479
1309,139000,5,1,290,GBA Sur,Almirante Brown,479
1310,155000,4,2,180,GBA Sur,Almirante Brown,861
1311,170000,5,2,135,GBA Sur,Almirante Brown,1259
1312,185000,4,2,128,GBA Sur,Almirante Brown,1445
1313,187000,4,2,120,GBA Sur,Almirante Brown,1558
1314,193000,4,2,104,GBA Sur,Almirante Brown,1856
1315,197000,5,2,135,GBA Sur,Almirante Brown,1459
1316,207000,5,2,140,GBA Sur,Almirante Brown,1479
1317,220000,4,3,220,GBA Sur,Almirante Brown,1000
1318,230000,3,2,131,GBA Sur,Almirante Brown,1756
1319,250000,5,1,176,GBA Sur,Almirante Brown,1420
1320,275000,5,2,218,GBA Sur,Almirante Brown,1261
1321,300000,5,2,180,GBA Sur,Almirante Brown,1667
1322,385000,7,3,360,GBA Sur,Almirante Brown,1069
1323,495000,5,2,238,GBA Sur,Almirante Brown,2080
1324,675000,5,3,365,GBA Sur,Almirante Brown,1849
1325,1100000,5,3,335,GBA Sur,Almirante Brown,3284
1326,1500000,7,7,629,GBA Sur,Almirante Brown,2385
1327,25000,3,1,90,GBA Sur,Avellaneda,278
1328,52000,2,1,121,GBA Sur,Avellaneda,430
1329,55000,3,2,110,GBA Sur,Avellaneda,500
1330,60000,4,1,100,GBA Sur,Avellaneda,600
1331,65000,3,1,80,GBA Sur,Avellaneda,812
1332,65000,6,2,246,GBA Sur,Avellaneda,264
1333,68000,6,2,103,GBA Sur,Avellaneda,660
1334,70000,3,1,118,GBA Sur,Avellaneda,593
1335,70000,4,1,134,GBA Sur,Avellaneda,522
1336,72000,4,1,91,GBA Sur,Avellaneda,791
1337,74900,3,1,138,GBA Sur,Avellaneda,543
1338,75000,4,1,77,GBA Sur,Avellaneda,974
1339,75000,3,1,97,GBA Sur,Avellaneda,773
1340,75000,3,1,76,GBA Sur,Avellaneda,987
1341,78000,3,1,104,GBA Sur,Avellaneda,750
1342,85000,4,2,127,GBA Sur,Avellaneda,669
1343,85000,4,2,176,GBA Sur,Avellaneda,483
1344,87000,4,2,215,GBA Sur,Avellaneda,405
1345,95000,3,1,77,GBA Sur,Avellaneda,1234
1346,98000,5,2,130,GBA Sur,Avellaneda,754
1347,99999,4,3,286,GBA Sur,Avellaneda,350
1348,100000,3,1,95,GBA Sur,Avellaneda,1053
1349,105000,5,2,160,GBA Sur,Avellaneda,656
1350,130000,4,2,180,GBA Sur,Avellaneda,722
1351,135000,4,4,248,GBA Sur,Avellaneda,544
1352,135000,6,3,283,GBA Sur,Avellaneda,477
1353,140000,4,3,190,GBA Sur,Avellaneda,737
1354,140000,4,2,108,GBA Sur,Avellaneda,1296
1355,150000,5,2,196,GBA Sur,Avellaneda,765
1356,155000,5,2,160,GBA Sur,Avellaneda,969
1357,164000,6,4,207,GBA Sur,Avellaneda,792
1358,165000,3,2,133,GBA Sur,Avellaneda,1241
1359,165000,4,2,123,GBA Sur,Avellaneda,1341
1360,165000,5,3,215,GBA Sur,Avellaneda,767
1361,169000,6,2,133,GBA Sur,Avellaneda,1271
1362,175000,4,3,215,GBA Sur,Avellaneda,814
1363,180000,5,2,200,GBA Sur,Avellaneda,900
1364,185000,3,2,170,GBA Sur,Avellaneda,1088
1365,185000,5,3,230,GBA Sur,Avellaneda,804
1366,195000,5,1,198,GBA Sur,Avellaneda,985
1367,220000,6,4,277,GBA Sur,Avellaneda,794
1368,225000,3,2,143,GBA Sur,Avellaneda,1573
1369,250000,4,2,173,GBA Sur,Avellaneda,1445
1370,270000,5,3,211,GBA Sur,Avellaneda,1280
1371,290000,7,3,258,GBA Sur,Avellaneda,1124
1372,40000,4,1,90,GBA Sur,Berazategui,444
1373,70000,3,1,78,GBA Sur,Berazategui,897
1374,75000,3,1,65,GBA Sur,Berazategui,1154
1375,80000,3,2,140,GBA Sur,Berazategui,571
1376,95000,3,2,96,GBA Sur,Berazategui,990
1377,110000,3,2,80,GBA Sur,Berazategui,1375
1378,119000,5,2,185,GBA Sur,Berazategui,643
1379,130000,5,1,169,GBA Sur,Berazategui,769
1380,130000,4,2,182,GBA Sur,Berazategui,714
1381,149999,7,4,278,GBA Sur,Berazategui,540
1382,150000,3,1,81,GBA Sur,Berazategui,1852
1383,170000,4,2,208,GBA Sur,Berazategui,817
1384,180000,7,3,130,GBA Sur,Berazategui,1385
1385,225000,4,2,140,GBA Sur,Berazategui,1607
1386,235000,5,2,174,GBA Sur,Berazategui,1351
1387,240000,4,2,171,GBA Sur,Berazategui,1404
1388,310000,4,2,128,GBA Sur,Berazategui,2422
1389,329000,4,2,145,GBA Sur,Berazategui,2269
1390,340000,5,3,219,GBA Sur,Berazategui,1553
1391,346000,6,2,205,GBA Sur,Berazategui,1688
1392,350000,5,2,155,GBA Sur,Berazategui,2258
1393,369000,5,2,200,GBA Sur,Berazategui,1845
1394,390000,4,2,171,GBA Sur,Berazategui,2281
1395,395000,5,2,227,GBA Sur,Berazategui,1740
1396,410000,5,2,236,GBA Sur,Berazategui,1737
1397,460000,6,2,285,GBA Sur,Berazategui,1614
1398,495000,9,3,234,GBA Sur,Berazategui,2115
1399,500000,4,2,150,GBA Sur,Berazategui,3333
1400,525000,4,2,232,GBA Sur,Berazategui,2263
1401,550000,4,3,228,GBA Sur,Berazategui,2412
1402,585000,5,2,342,GBA Sur,Berazategui,1711
1403,590000,6,4,292,GBA Sur,Berazategui,2021
1404,595000,5,4,266,GBA Sur,Berazategui,2237
1405,660000,4,3,239,GBA Sur,Berazategui,2762
1406,750000,6,4,386,GBA Sur,Berazategui,1943
1407,780000,6,3,355,GBA Sur,Berazategui,2197
1408,850000,4,3,269,GBA Sur,Berazategui,3160
1409,850000,5,4,292,GBA Sur,Berazategui,2911
1410,850000,4,3,375,GBA Sur,Berazategui,2267
1411,850000,5,3,454,GBA Sur,Berazategui,1872
1412,950000,6,3,467,GBA Sur,Berazategui,2034
1413,990000,6,3,467,GBA Sur,Berazategui,2120
1414,1200000,5,5,430,GBA Sur,Berazategui,2791
1415,1300000,6,5,528,GBA Sur,Berazategui,2462
1416,1500000,6,5,542,GBA Sur,Berazategui,2768
1417,1550000,7,3,653,GBA Sur,Berazategui,2374
1418,2200000,14,7,606,GBA Sur,Berazategui,3630
1419,27000,3,1,52,GBA Sur,Esteban Echeverria,519
1420,110000,4,3,135,GBA Sur,Esteban Echeverria,815
1421,111111,5,3,200,GBA Sur,Esteban Echeverria,556
1422,130000,4,3,164,GBA Sur,Esteban Echeverria,793
1423,135000,3,1,110,GBA Sur,Esteban Echeverria,1227
1424,150000,7,2,179,GBA Sur,Esteban Echeverria,838
1425,175000,6,2,197,GBA Sur,Esteban Echeverria,888
1426,179900,3,3,170,GBA Sur,Esteban Echeverria,1058
1427,195000,4,3,270,GBA Sur,Esteban Echeverria,722
1428,200000,5,3,147,GBA Sur,Esteban Echeverria,1361
1429,235000,5,3,184,GBA Sur,Esteban Echeverria,1277
1430,245000,4,2,765,GBA Sur,Esteban Echeverria,320
1431,250000,4,2,200,GBA Sur,Esteban Echeverria,1250
1432,260000,5,4,175,GBA Sur,Esteban Echeverria,1486
1433,260000,5,3,172,GBA Sur,Esteban Echeverria,1512
1434,275000,7,4,246,GBA Sur,Esteban Echeverria,1118
1435,289000,4,3,188,GBA Sur,Esteban Echeverria,1537
1436,295000,5,3,220,GBA Sur,Esteban Echeverria,1341
1437,295000,5,3,348,GBA Sur,Esteban Echeverria,848
1438,310000,6,3,220,GBA Sur,Esteban Echeverria,1409
1439,340000,6,3,260,GBA Sur,Esteban Echeverria,1308
1440,375000,6,4,207,GBA Sur,Esteban Echeverria,1812
1441,375000,4,4,206,GBA Sur,Esteban Echeverria,1820
1442,385000,8,3,281,GBA Sur,Esteban Echeverria,1370
1443,390000,4,4,227,GBA Sur,Esteban Echeverria,1718
1444,395000,6,2,176,GBA Sur,Esteban Echeverria,2244
1445,440000,6,4,300,GBA Sur,Esteban Echeverria,1467
1446,560000,6,5,251,GBA Sur,Esteban Echeverria,2231
1447,595000,5,4,300,GBA Sur,Esteban Echeverria,1983
1448,595000,6,5,700,GBA Sur,Esteban Echeverria,850
1449,750000,6,4,360,GBA Sur,Esteban Echeverria,2083
1450,820000,6,2,320,GBA Sur,Esteban Echeverria,2562
1451,880000,5,4,330,GBA Sur,Esteban Echeverria,2667
1452,890000,5,4,400,GBA Sur,Esteban Echeverria,2225
1453,920000,7,7,500,GBA Sur,Esteban Echeverria,1840
1454,1100000,5,5,390,GBA Sur,Esteban Echeverria,2821
1455,1100000,6,5,390,GBA Sur,Esteban Echeverria,2821
1456,1111111,9,4,431,GBA Sur,Esteban Echeverria,2578
1457,1200000,5,5,435,GBA Sur,Esteban Echeverria,2759
1458,3000000,7,9,881,GBA Sur,Esteban Echeverria,3405
1459,3000000,8,6,700,GBA Sur,Esteban Echeverria,4286
1460,239000,4,2,150,GBA Sur,Ezeiza,1593
1461,690000,5,5,310,GBA Sur,Ezeiza,2226
1462,49000,4,1,100,GBA Sur,La Plata,490
1463,75000,4,1,133,GBA Sur,La Plata,564
1464,87000,5,2,200,GBA Sur,La Plata,435
1465,89000,3,1,65,GBA Sur,La Plata,1369
1466,100000,4,2,160,GBA Sur,La Plata,625
