id,price,rooms,bathrooms,square_meters,zone,city,price_per_m2
477,255000,4,2,150,Córdoba,Punilla,1700
478,275000,5,1,285,Córdoba,Punilla,965
479,284000,9,3,222,Córdoba,Punilla,1279
480,370000,8,3,295,Córdoba,Punilla,1254
481,378000,6,3,681,Córdoba,Punilla,555
482,429000,12,5,241,Córdoba,Punilla,1780
483,440000,8,2,350,Córdoba,Punilla,1257
484,45000,3,2,80,Córdoba,Santa Maria,562
485,98000,6,2,157,Córdoba,Santa Maria,624
486,108000,4,2,120,Córdoba,Santa Maria,900
487,125000,4,1,193,Córdoba,Santa Maria,648
488,159000,7,3,255,Córdoba,Santa Maria,624
489,165000,6,2,150,Córdoba,Santa Maria,1100
490,171000,3,2,135,Córdoba,Santa Maria,1267
491,185000,3,3,150,Córdoba,Santa Maria,1233
492,195000,4,3,140,Córdoba,Santa Maria,1393
493,215000,5,2,148,Córdoba,Santa Maria,1453
494,215000,4,2,163,Córdoba,Santa Maria,1319
495,240000,5,3,130,Córdoba,Santa Maria,1846
496,240000,3,2,127,Córdoba,Santa Maria,1890
497,260000,6,2,230,Córdoba,Santa Maria,1130
498,268000,11,2,140,Córdoba,Santa Maria,1914
499,275000,5,2,190,Córdoba,Santa Maria,1447
500,280000,7,2,285,Córdoba,Santa Maria,982
501,280000,6,4,220,Córdoba,Santa Maria,1273
502,280000,5,2,188,Córdoba,Santa Maria,1489
503,280000,5,3,211,Córdoba,Santa Maria,1327
504,285000,4,3,178,Córdoba,Santa Maria,1601
505,285000,4,2,175,Córdoba,Santa Maria,1629
506,290000,6,3,224,Córdoba,Santa Maria,1295
507,290000,4,3,218,Córdoba,Santa Maria,1330
508,299000,4,3,221,Córdoba,Santa Maria,1353
509,315000,6,2,320,Córdoba,Santa Maria,984
510,325000,3,2,255,Córdoba,Santa Maria,1275
511,337000,6,3,280,Córdoba,Santa Maria,1204
512,355000,9,3,258,Córdoba,Santa Maria,1376
513,360000,5,2,370,Córdoba,Santa Maria,973
514,370000,7,3,310,Córdoba,Santa Maria,1194
515,380000,5,4,344,Córdoba,Santa Maria,1105
516,422000,4,2,200,Córdoba,Santa Maria,2110
517,480000,6,1,180,Córdoba,Santa Maria,2667
518,590000,8,4,440,Córdoba,Santa Maria,1341
519,600000,7,3,500,Córdoba,Santa Maria,1200
520,790000,4,2,300,Córdoba,Santa Maria,2633
521,72000,4,1,70,Córdoba,Villa Carlos Paz,1029
522,80000,3,1,70,Córdoba,Villa Carlos Paz,1143
523,82000,5,2,90,Córdoba,Villa Carlos Paz,911
524,89000,4,2,98,Córdoba,Villa Carlos Paz,908
525,95000,3,1,110,Córdoba,Villa Carlos Paz,864
526,114900,6,2,176,Córdoba,Villa Carlos Paz,653
527,115000,4,2,115,Córdoba,Villa Carlos Paz,1000
528,120000,3,2,150,Córdoba,Villa Carlos Paz,800
529,123000,3,1,110,Córdoba,Villa Carlos Paz,1118
530,130000,5,2,95,Córdoba,Villa Carlos Paz,1368
531,135000,4,1,143,Córdoba,Villa Carlos Paz,944
532,135000,4,1,163,Córdoba,Villa Carlos Paz,828
533,135000,6,2,110,Córdoba,Villa Carlos Paz,1227
534,136000,3,2,146,Córdoba,Villa Carlos Paz,932
535,138000,6,2,130,Córdoba,Villa Carlos Paz,1062
536,140000,6,3,254,Córdoba,Villa Carlos Paz,551
537,149000,5,3,184,Córdoba,Villa Carlos Paz,810
538,158000,4,1,138,Córdoba,Villa Carlos Paz,1145
539,160000,5,2,190,Córdoba,Villa Carlos Paz,842
540,160000,7,2,175,Córdoba,Villa Carlos Paz,914
541,160000,4,2,190,Córdoba,Villa Carlos Paz,842
542,165000,4,2,171,Córdoba,Villa Carlos Paz,965
543,170000,6,3,180,Córdoba,Villa Carlos Paz,944
544,174000,4,2,155,Córdoba,Villa Carlos Paz,1123
545,187000,6,2,170,Córdoba,Villa Carlos Paz,1100
546,188000,6,3,185,Córdoba,Villa Carlos Paz,1016
547,210000,6,3,187,Córdoba,Villa Carlos Paz,1123
548,215000,3,3,200,Córdoba,Villa Carlos Paz,1075
549,219900,7,3,231,Córdoba,Villa Carlos Paz,952
550,220000,10,3,158,Córdoba,Villa Carlos Paz,1392
551,225000,6,2,167,Córdoba,Villa Carlos Paz,1347
552,230000,2,3,240,Córdoba,Villa Carlos Paz,958
553,240000,7,6,389,Córdoba,Villa Carlos Paz,617
554,250000,6,3,300,Córdoba,Villa Carlos Paz,833
555,255000,7,2,220,Córdoba,Villa Carlos Paz,1159
556,259500,9,3,250,Córdoba,Villa Carlos Paz,1038
557,264000,3,2,255,Córdoba,Villa Carlos Paz,1035
558,289000,6,3,299,Córdoba,Villa Carlos Paz,967
559,295000,4,3,379,Córdoba,Villa Carlos Paz,778
560,300000,6,3,264,Córdoba,Villa Carlos Paz,1136
561,330000,8,3,202,Córdoba,Villa Carlos Paz,1634
562,350000,8,3,309,Córdoba,Villa Carlos Paz,1133
563,639000,12,4,590,Córdoba,Villa Carlos Paz,1083
564,950000,10,6,590,Córdoba,Villa Carlos Paz,1610
565,1250000,7,6,629,Córdoba,Villa Carlos Paz,1987
566,58000,3,1,80,GBA Norte,Escobar,725
567,58000,2,1,80,GBA Norte,Escobar,725
568,69000,6,3,147,GBA Norte,Escobar,469
569,76000,3,2,141,GBA Norte,Escobar,539
570,79000,2,4,710,GBA Norte,Escobar,111
571,98000,5,2,115,GBA Norte,Escobar,852
572,104900,5,2,130,GBA Norte,Escobar,807
573,115000,4,2,82,GBA Norte,Escobar,1402
574,145000,2,1,90,GBA Norte,Escobar,1611
575,145000,4,2,95,GBA Norte,Escobar,1526
576,150000,10,4,380,GBA Norte,Escobar,395
577,162000,4,4,164,GBA Norte,Escobar,988
578,170000,5,3,297,GBA Norte,Escobar,572
579,175000,4,3,180,GBA Norte,Escobar,972
580,180000,4,2,130,GBA Norte,Escobar,1385
581,190000,6,2,165,GBA Norte,Escobar,1152
582,200000,7,6,320,GBA Norte,Escobar,625
583,230000,5,4,205,GBA Norte,Escobar,1122
584,240000,7,3,241,GBA Norte,Escobar,996
585,250000,5,4,315,GBA Norte,Escobar,794
586,250000,6,3,200,GBA Norte,Escobar,1250
587,290000,5,4,208,GBA Norte,Escobar,1394
588,290000,6,4,268,GBA Norte,Escobar,1082
589,295000,5,3,167,GBA Norte,Escobar,1766
590,298000,4,4,175,GBA Norte,Escobar,1703
591,299000,5,3,184,GBA Norte,Escobar,1625
592,299000,6,4,252,GBA Norte,Escobar,1187
593,300000,6,3,191,GBA Norte,Escobar,1571
594,340000,4,4,250,GBA Norte,Escobar,1360
595,340000,7,3,213,GBA Norte,Escobar,1596
596,349000,8,6,240,GBA Norte,Escobar,1454
597,368000,5,4,194,GBA Norte,Escobar,1897
598,370000,6,4,325,GBA Norte,Escobar,1138
599,379000,9,4,265,GBA Norte,Escobar,1430
600,380000,4,3,260,GBA Norte,Escobar,1462
601,380000,5,4,215,GBA Norte,Escobar,1767
602,390000,5,4,200,GBA Norte,Escobar,1950
603,420000,5,5,260,GBA Norte,Escobar,1615
604,450000,5,4,260,GBA Norte,Escobar,1731
605,580000,5,4,280,GBA Norte,Escobar,2071
606,610000,7,5,291,GBA Norte,Escobar,2096
607,619000,6,5,314,GBA Norte,Escobar,1971
608,1850000,6,6,428,GBA Norte,Escobar,4322
609,65000,4,1,80,GBA Norte,General San Martin,812
610,80000,4,2,103,GBA Norte,General San Martin,777
611,85000,4,2,118,GBA Norte,General San Martin,720
612,85000,3,1,100,GBA Norte,General San Martin,850
613,95000,3,1,70,GBA Norte,General San Martin,1357
614,95000,4,2,135,GBA Norte,General San Martin,704
615,96900,3,2,100,GBA Norte,General San Martin,969
616,100000,3,1,80,GBA Norte,General San Martin,1250
617,105000,3,2,90,GBA Norte,General San Martin,1167
618,105000,4,1,131,GBA Norte,General San Martin,802
619,109000,3,1,67,GBA Norte,General San Martin,1627
620,109000,3,2,67,GBA Norte,General San Martin,1627
621,109900,4,1,125,GBA Norte,General San Martin,879
622,114000,4,2,160,GBA Norte,General San Martin,712
623,115000,4,3,70,GBA Norte,General San Martin,1643
624,120000,3,1,116,GBA Norte,General San Martin,1034
625,125000,3,1,95,GBA Norte,General San Martin,1316
626,129000,7,2,159,GBA Norte,General San Martin,811
627,135000,4,2,170,GBA Norte,General San Martin,794
628,139000,6,2,170,GBA Norte,General San Martin,818
629,140000,5,2,120,GBA Norte,General San Martin,1167
630,148000,4,2,102,GBA Norte,General San Martin,1451
631,149999,3,1,103,GBA Norte,General San Martin,1456
632,150000,8,4,230,GBA Norte,General San Martin,652
633,155000,3,1,70,GBA Norte,General San Martin,2214
634,160000,5,3,86,GBA Norte,General San Martin,1860
635,170000,6,2,320,GBA Norte,General San Martin,531
636,174900,4,2,200,GBA Norte,General San Martin,874
637,175000,4,2,190,GBA Norte,General San Martin,921
638,175000,4,3,120,GBA Norte,General San Martin,1458
639,180000,4,1,145,GBA Norte,General San Martin,1241
640,185000,5,3,311,GBA Norte,General San Martin,595
641,185000,3,2,163,GBA Norte,General San Martin,1135
642,209000,4,2,183,GBA Norte,General San Martin,1142
643,210000,7,4,300,GBA Norte,General San Martin,700
644,210000,4,2,103,GBA Norte,General San Martin,2039
645,210000,6,3,159,GBA Norte,General San Martin,1321
646,225000,4,4,276,GBA Norte,General San Martin,815
647,240000,4,3,151,GBA Norte,General San Martin,1589
648,260000,4,2,185,GBA Norte,General San Martin,1405
649,280000,4,1,163,GBA Norte,General San Martin,1718
650,293000,5,2,232,GBA Norte,General San Martin,1263
651,314900,4,2,192,GBA Norte,General San Martin,1640
652,350000,5,3,300,GBA Norte,General San Martin,1167
653,400000,4,5,342,GBA Norte,General San Martin,1170
654,450000,5,4,353,GBA Norte,General San Martin,1275
655,55000,3,1,50,GBA Norte,Malvinas Argentina,1100
656,55000,3,1,62,GBA Norte,Malvinas Argentina,887
657,60000,5,1,110,GBA Norte,Malvinas Argentina,545
658,63000,3,1,80,GBA Norte,Malvinas Argentina,788
659,78000,3,1,86,GBA Norte,Malvinas Argentina,907
660,81500,5,2,112,GBA Norte,Malvinas Argentina,728
661,82000,3,1,88,GBA Norte,Malvinas Argentina,932
662,110000,6,3,170,GBA Norte,Malvinas Argentina,647
663,115000,6,2,80,GBA Norte,Malvinas Argentina,1438
664,124900,4,1,232,GBA Norte,Malvinas Argentina,538
665,125000,4,2,133,GBA Norte,Malvinas Argentina,940
666,129900,3,1,85,GBA Norte,Malvinas Argentina,1528
667,130000,4,2,140,GBA Norte,Malvinas Argentina,929
668,140000,4,2,220,GBA Norte,Malvinas Argentina,636
669,145000,5,3,120,GBA Norte,Malvinas Argentina,1208
670,167000,4,1,165,GBA Norte,Malvinas Argentina,1012
671,230000,4,2,251,GBA Norte,Malvinas Argentina,916
672,240000,6,3,200,GBA Norte,Malvinas Argentina,1200
673,249000,5,3,146,GBA Norte,Malvinas Argentina,1705
674,249000,4,2,146,GBA Norte,Malvinas Argentina,1705
675,265000,7,3,422,GBA Norte,Malvinas Argentina,628
676,270000,5,1,200,GBA Norte,Malvinas Argentina,1350
677,290000,5,5,180,GBA Norte,Malvinas Argentina,1611
678,290000,4,2,200,GBA Norte,Malvinas Argentina,1450
679,290000,6,4,171,GBA Norte,Malvinas Argentina,1696
680,299000,5,3,262,GBA Norte,Malvinas Argentina,1141
681,299000,6,3,240,GBA Norte,Malvinas Argentina,1246
682,320000,4,2,189,GBA Norte,Malvinas Argentina,1693
683,320000,4,3,193,GBA Norte,Malvinas Argentina,1658
684,320000,5,4,240,GBA Norte,Malvinas Argentina,1333
685,355000,4,2,280,GBA Norte,Malvinas Argentina,1268
686,430000,10,4,200,GBA Norte,Malvinas Argentina,2150
687,450000,5,4,290,GBA Norte,Malvinas Argentina,1552
688,450000,6,5,290,GBA Norte,Malvinas Argentina,1552
689,520000,6,4,301,GBA Norte,Malvinas Argentina,1728
690,795000,6,3,355,GBA Norte,Malvinas Argentina,2239
691,850000,7,3,486,GBA Norte,Malvinas Argentina,1749
692,1350000,8,4,550,GBA Norte,Malvinas Argentina,2455
693,1400000,9,6,483,GBA Norte,Malvinas Argentina,2899
694,2500000,10,6,950,GBA Norte,Malvinas Argentina,2632
695,2500000,6,6,900,GBA Norte,Malvinas Argentina,2778
696,75000,4,1,60,GBA Norte,Pilar,1250
697,85000,4,1,80,GBA Norte,Pilar,1062
698,89000,5,3,120,GBA Norte,Pilar,742
699,119000,9,5,291,GBA Norte,Pilar,409
700,130000,3,2,66,GBA Norte,Pilar,1970
701,153000,3,3,107,GBA Norte,Pilar,1430
702,155000,3,2,140,GBA Norte,Pilar,1107
703,165000,5,4,140,GBA Norte,Pilar,1179
704,179000,7,4,240,GBA Norte,Pilar,746
705,183000,5,2,192,GBA Norte,Pilar,953
706,185000,4,2,168,GBA Norte,Pilar,1101
707,188500,4,3,143,GBA Norte,Pilar,1318
708,190000,4,3,130,GBA Norte,Pilar,1462
709,198000,4,4,327,GBA Norte,Pilar,606
710,199950,4,2,175,GBA Norte,Pilar,1143
711,205000,3,3,146,GBA Norte,Pilar,1404
712,210000,5,3,175,GBA Norte,Pilar,1200
713,210000,4,2,120,GBA Norte,Pilar,1750
714,223000,4,3,162,GBA Norte,Pilar,1377
715,225000,5,3,145,GBA Norte,Pilar,1552
716,230000,5,3,154,GBA Norte,Pilar,1494
717,230000,4,3,166,GBA Norte,Pilar,1386
718,238000,4,3,130,GBA Norte,Pilar,1831
719,240000,3,2,200,GBA Norte,Pilar,1200
720,265000,6,3,280,GBA Norte,Pilar,946
721,279000,5,4,193,GBA Norte,Pilar,1446
722,290000,7,4,314,GBA Norte,Pilar,924
723,290000,4,3,200,GBA Norte,Pilar,1450
724,290000,5,4,226,GBA Norte,Pilar,1283
725,320000,6,3,192,GBA Norte,Pilar,1667
726,330000,5,2,320,GBA Norte,Pilar,1031
727,340000,5,4,200,GBA Norte,Pilar,1700
728,340000,6,3,195,GBA Norte,Pilar,1744
729,350000,7,4,217,GBA Norte,Pilar,1613
730,505000,5,6,315,GBA Norte,Pilar,1603
731,520000,3,2,219,GBA Norte,Pilar,2374
732,595000,5,4,257,GBA Norte,Pilar,2315
733,695000,7,3,304,GBA Norte,Pilar,2286
734,1450000,10,5,690,GBA Norte,Pilar,2101
735,2200000,10,10,980,GBA Norte,Pilar,2245
736,45000,3,1,58,GBA Norte,San Fernando,776
737,119000,3,2,144,GBA Norte,San Fernando,826
738,120000,3,2,84,GBA Norte,San Fernando,1429
739,120000,3,1,135,GBA Norte,San Fernando,889
740,125000,3,1,104,GBA Norte,San Fernando,1202
741,138000,5,2,140,GBA Norte,San Fernando,986
742,140000,3,2,90,GBA Norte,San Fernando,1556
743,141000,3,1,90,GBA Norte,San Fernando,1567
744,145000,4,1,100,GBA Norte,San Fernando,1450
745,155000,4,1,106,GBA Norte,San Fernando,1462
746,155000,4,2,109,GBA Norte,San Fernando,1422
747,165000,4,1,120,GBA Norte,San Fernando,1375
748,180000,6,3,189,GBA Norte,San Fernando,952
749,190000,5,2,144,GBA Norte,San Fernando,1319
750,200000,4,1,116,GBA Norte,San Fernando,1724
751,205000,5,2,155,GBA Norte,San Fernando,1323
752,210000,3,2,169,GBA Norte,San Fernando,1243
753,215000,4,2,114,GBA Norte,San Fernando,1886
754,220000,4,2,176,GBA Norte,San Fernando,1250
755,229990,4,1,114,GBA Norte,San Fernando,2017
756,240000,4,1,180,GBA Norte,San Fernando,1333
757,250000,4,1,200,GBA Norte,San Fernando,1250
758,255000,5,1,161,GBA Norte,San Fernando,1584
759,260000,5,2,220,GBA Norte,San Fernando,1182
760,265000,4,3,137,GBA Norte,San Fernando,1934
761,270000,4,2,139,GBA Norte,San Fernando,1942
762,275000,5,3,203,GBA Norte,San Fernando,1355
763,280000,4,2,177,GBA Norte,San Fernando,1582
764,285000,5,3,249,GBA Norte,San Fernando,1145
765,290000,8,4,200,GBA Norte,San Fernando,1450
766,290000,5,2,120,GBA Norte,San Fernando,2417
767,295000,5,1,201,GBA Norte,San Fernando,1468
768,320000,5,2,128,GBA Norte,San Fernando,2500
769,325000,3,3,197,GBA Norte,San Fernando,1650
770,370000,5,3,303,GBA Norte,San Fernando,1221
771,395000,6,3,250,GBA Norte,San Fernando,1580
772,420000,6,3,168,GBA Norte,San Fernando,2500
773,465000,5,5,238,GBA Norte,San Fernando,1954
774,480000,6,2,200,GBA Norte,San Fernando,2400
775,650000,5,3,181,GBA Norte,San Fernando,3591
776,680000,10,5,500,GBA Norte,San Fernando,1360
777,1100000,8,4,416,GBA Norte,San Fernando,2644
778,1149000,5,2,455,GBA Norte,San Fernando,2525
779,1149000,5,3,457,GBA Norte,San Fernando,2514
780,1180000,6,4,407,GBA Norte,San Fernando,2899
781,1400000,6,4,491,GBA Norte,San Fernando,2851
782,100000,4,2,220,GBA Norte,San Isidro,455
783,128000,5,3,140,GBA Norte,San Isidro,914
784,149900,5,2,118,GBA Norte,San Isidro,1270
785,155000,3,1,87,GBA Norte,San Isidro,1782
786,170000,8,2,131,GBA Norte,San Isidro,1298
787,170000,4,2,220,GBA Norte,San Isidro,773
788,170000,3,1,158,GBA Norte,San Isidro,1076
789,175000,2,2,70,GBA Norte,San Isidro,2500
790,180000,4,2,130,GBA Norte,San Isidro,1385
791,180000,4,2,140,GBA Norte,San Isidro,1286
792,199000,4,2,150,GBA Norte,San Isidro,1327
793,200000,4,1,64,GBA Norte,San Isidro,3125
794,205000,5,2,180,GBA Norte,San Isidro,1139
795,205000,6,3,216,GBA Norte,San Isidro,949
796,235000,3,2,97,GBA Norte,San Isidro,2423
797,255000,7,2,130,GBA Norte,San Isidro,1962
798,288000,6,1,174,GBA Norte,San Isidro,1655
799,295000,4,1,135,GBA Norte,San Isidro,2185
800,315000,5,2,307,GBA Norte,San Isidro,1026
801,330000,7,4,242,GBA Norte,San Isidro,1364
802,350000,3,1,165,GBA Norte,San Isidro,2121
803,350000,6,2,209,GBA Norte,San Isidro,1675
804,360000,4,3,222,GBA Norte,San Isidro,1622
805,365000,7,4,248,GBA Norte,San Isidro,1472
806,380000,5,3,157,GBA Norte,San Isidro,2420
807,380000,6,3,240,GBA Norte,San Isidro,1583
808,399000,6,2,182,GBA Norte,San Isidro,2192
809,430000,4,2,221,GBA Norte,San Isidro,1946
810,450000,8,5,277,GBA Norte,San Isidro,1625
811,465000,6,3,263,GBA Norte,San Isidro,1768
812,507000,4,2,175,GBA Norte,San Isidro,2897
813,530000,5,3,332,GBA Norte,San Isidro,1596
814,550000,5,2,207,GBA Norte,San Isidro,2657
815,640000,7,3,283,GBA Norte,San Isidro,2261
816,700000,7,5,361,GBA Norte,San Isidro,1939
817,710000,9,5,250,GBA Norte,San Isidro,2840
818,720000,5,4,515,GBA Norte,San Isidro,1398
819,765000,6,3,240,GBA Norte,San Isidro,3188
820,790000,12,6,350,GBA Norte,San Isidro,2257
821,799000,6,6,540,GBA Norte,San Isidro,1480
822,890000,6,4,385,GBA Norte,San Isidro,2312
823,950000,13,4,537,GBA Norte,San Isidro,1769
824,950000,6,6,440,GBA Norte,San Isidro,2159
825,990000,9,3,381,GBA Norte,San Isidro,2598
826,1260000,5,6,660,GBA Norte,San Isidro,1909
827,1350000,5,3,600,GBA Norte,San Isidro,2250
828,1500000,9,6,806,GBA Norte,San Isidro,1861
829,43000,3,1,50,GBA Norte,San Miguel,860
830,56000,3,1,70,GBA Norte,San Miguel,800
831,77000,3,1,65,GBA Norte,San Miguel,1185
832,78000,2,3,380,GBA Norte,San Miguel,205
833,82000,6,2,140,GBA Norte,San Miguel,586
834,90000,4,1,90,GBA Norte,San Miguel,1000
835,108000,3,1,111,GBA Norte,San Miguel,973
836,110000,5,2,202,GBA Norte,San Miguel,545
837,120000,5,2,130,GBA Norte,San Miguel,923
838,130000,6,2,120,GBA Norte,San Miguel,1083
839,135000,4,1,135,GBA Norte,San Miguel,1000
840,138000,4,1,105,GBA Norte,San Miguel,1314
841,145000,4,2,160,GBA Norte,San Miguel,906
842,159000,4,1,125,GBA Norte,San Miguel,1272
843,160000,4,2,130,GBA Norte,San Miguel,1231
844,165000,5,3,160,GBA Norte,San Miguel,1031
845,175000,3,3,206,GBA Norte,San Miguel,850
846,180000,4,3,120,GBA Norte,San Miguel,1500
847,187000,3,1,160,GBA Norte,San Miguel,1169
848,200000,3,2,198,GBA Norte,San Miguel,1010
849,218000,7,3,209,GBA Norte,San Miguel,1043
850,240000,7,4,205,GBA Norte,San Miguel,1171
851,259000,4,2,170,GBA Norte,San Miguel,1524
852,280000,6,4,220,GBA Norte,San Miguel,1273
853,282000,3,1,101,GBA Norte,San Miguel,2792
854,290000,3,2,304,GBA Norte,San Miguel,954
855,290000,4,2,450,GBA Norte,San Miguel,644
856,290000,4,3,192,GBA Norte,San Miguel,1510
857,295000,5,3,326,GBA Norte,San Miguel,905
858,299000,6,3,230,GBA Norte,San Miguel,1300
859,310000,4,2,181,GBA Norte,San Miguel,1713
860,315000,6,3,191,GBA Norte,San Miguel,1649
861,326000,3,2,183,GBA Norte,San Miguel,1781
862,330000,6,3,250,GBA Norte,San Miguel,1320
863,340000,4,3,300,GBA Norte,San Miguel,1133
864,396000,7,3,324,GBA Norte,San Miguel,1222
865,399000,7,4,264,GBA Norte,San Miguel,1511
866,435000,4,3,217,GBA Norte,San Miguel,2005
867,470000,5,4,270,GBA Norte,San Miguel,1741
868,485000,4,3,300,GBA Norte,San Miguel,1617
869,730000,8,4,334,GBA Norte,San Miguel,2186
870,950000,6,3,360,GBA Norte,San Miguel,2639
871,1350000,6,5,650,GBA Norte,San Miguel,2077
872,1700000,6,6,600,GBA Norte,San Miguel,2833
873,44000,3,1,55,GBA Norte,Tigre,800
874,48000,2,1,55,GBA Norte,Tigre,873
875,65000,3,1,72,GBA Norte,Tigre,903
876,79000,2,2,85,GBA Norte,Tigre,929
877,92000,3,1,55,GBA Norte,Tigre,1673
878,105000,3,1,300,GBA Norte,Tigre,350
879,110000,3,1,75,GBA Norte,Tigre,1467
880,115000,4,1,100,GBA Norte,Tigre,1150
881,139000,3,2,85,GBA Norte,Tigre,1635
882,140000,6,1,110,GBA Norte,Tigre,1273
883,180000,4,2,125,GBA Norte,Tigre,1440
884,180000,4,2,180,GBA Norte,Tigre,1000
885,230000,4,2,112,GBA Norte,Tigre,2054
886,243000,4,2,105,GBA Norte,Tigre,2314
887,270000,4,2,165,GBA Norte,Tigre,1636
888,295000,4,2,154,GBA Norte,Tigre,1916
889,319000,5,4,270,GBA Norte,Tigre,1181
890,320000,4,2,156,GBA Norte,Tigre,2051
891,340000,4,3,200,GBA Norte,Tigre,1700
892,398000,6,4,280,GBA Norte,Tigre,1421
893,420000,5,4,196,GBA Norte,Tigre,2143
894,470000,5,3,225,GBA Norte,Tigre,2089
895,495000,5,3,240,GBA Norte,Tigre,2062
896,500000,6,2,200,GBA Norte,Tigre,2500
897,553000,5,3,223,GBA Norte,Tigre,2480
898,560000,7,6,300,GBA Norte,Tigre,1867
899,620000,10,5,350,GBA Norte,Tigre,1771
900,670000,6,3,245,GBA Norte,Tigre,2735
901,710000,6,4,336,GBA Norte,Tigre,2113
902,740000,7,3,300,GBA Norte,Tigre,2467
903,790000,7,4,307,GBA Norte,Tigre,2573
904,990000,7,5,309,GBA Norte,Tigre,3204
905,1050000,7,4,328,GBA Norte,Tigre,3201
906,1070000,8,5,500,GBA Norte,Tigre,2140
907,1100000,7,6,400,GBA Norte,Tigre,2750
908,1140000,11,5,320,GBA Norte,Tigre,3562
909,1250000,5,5,410,GBA Norte,Tigre,3049
910,1300000,6,5,338,GBA Norte,Tigre,3846
911,1390000,5,4,330,GBA Norte,Tigre,4212
912,1580000,7,5,375,GBA Norte,Tigre,4213
913,1680000,7,5,325,GBA Norte,Tigre,5169
914,1780000,8,7,540,GBA Norte,Tigre,3296
915,179000,4,2,119,GBA Norte,Vicente Lopez,1504
916,198000,4,2,97,GBA Norte,Vicente Lopez,2041
917,217000,4,2,150,GBA Norte,Vicente Lopez,1447
918,220000,3,1,87,GBA Norte,Vicente Lopez,2529
919,265000,7,3,363,GBA Norte,Vicente Lopez,730
920,265000,7,3,363,GBA Norte,Vicente Lopez,730
921,280000,6,1,130,GBA Norte,Vicente Lopez,2154
922,285000,8,2,218,GBA Norte,Vicente Lopez,1307
923,285000,5,2,218,GBA Norte,Vicente Lopez,1307
924,289000,4,2,170,GBA Norte,Vicente Lopez,1700
925,295000,6,3,168,GBA Norte,Vicente Lopez,1756
926,298000,4,2,223,GBA Norte,Vicente Lopez,1336
927,298000,4,1,163,GBA Norte,Vicente Lopez,1828
928,300000,5,2,140,GBA Norte,Vicente Lopez,2143
929,310000,4,2,105,GBA Norte,Vicente Lopez,2952
930,318000,3,1,177,GBA Norte,Vicente Lopez,1797
931,330000,4,2,182,GBA Norte,Vicente Lopez,1813
932,335000,5,3,171,GBA Norte,Vicente Lopez,1959
933,335000,5,2,200,GBA Norte,Vicente Lopez,1675
934,350000,6,2,148,GBA Norte,Vicente Lopez,2365
935,355000,4,2,233,GBA Norte,Vicente Lopez,1524
936,370000,4,2,178,GBA Norte,Vicente Lopez,2079
937,379000,5,4,254,GBA Norte,Vicente Lopez,1492
938,425000,6,3,280,GBA Norte,Vicente Lopez,1518
939,430000,5,2,150,GBA Norte,Vicente Lopez,2867
940,435000,6,4,291,GBA Norte,Vicente Lopez,1495
941,438000,6,4,297,GBA Norte,Vicente Lopez,1475
942,440000,5,3,288,GBA Norte,Vicente Lopez,1528
943,460000,6,4,230,GBA Norte,Vicente Lopez,2000
944,475000,5,1,241,GBA Norte,Vicente Lopez,1971
945,480000,6,1,230,GBA Norte,Vicente Lopez,2087
946,480000,6,6,297,GBA Norte,Vicente Lopez,1616
947,494000,5,3,290,GBA Norte,Vicente Lopez,1703
948,495000,6,4,180,GBA Norte,Vicente Lopez,2750
949,495000,4,1,175,GBA Norte,Vicente Lopez,2829
950,510000,5,2,227,GBA Norte,Vicente Lopez,2247
951,550000,5,3,303,GBA Norte,Vicente Lopez,1815
952,550000,6,4,260,GBA Norte,Vicente Lopez,2115
953,559000,5,3,326,GBA Norte,Vicente Lopez,1715
954,569000,7,5,250,GBA Norte,Vicente Lopez,2276
955,695000,5,2,430,GBA Norte,Vicente Lopez,1616
956,711000,5,3,270,GBA Norte,Vicente Lopez,2633
957,730000,6,4,400,GBA Norte,Vicente Lopez,1825
958,800000,7,5,509,GBA Norte,Vicente Lopez,1572
959,1600000,9,6,486,GBA Norte,Vicente Lopez,3292
960,2400000,12,8,753,GBA Norte,Vicente Lopez,3187
961,43000,3,1,100,GBA Oeste,Castelar,430
962,59000,2,1,50,GBA Oeste,Castelar,1180
963,60000,3,1,84,GBA Oeste,Castelar,714
964,70000,3,1,66,GBA Oeste,Castelar,1061
965,77000,3,1,73,GBA Oeste,Castelar,1055
966,80000,3,1,65,GBA Oeste,Castelar,1231
967,92000,4,1,127,GBA Oeste,Castelar,724
968,95000,3,1,80,GBA Oeste,Castelar,1188
969,97000,5,2,138,GBA Oeste,Castelar,703
970,99999,4,1,94,GBA Oeste,Castelar,1064
971,125000,4,1,236,GBA Oeste,Castelar,530
972,149999,5,2,132,GBA Oeste,Castelar,1136
973,155000,5,2,122,GBA Oeste,Castelar,1270
974,169000,4,3,150,GBA Oeste,Castelar,1127
975,178000,4,3,180,GBA Oeste,Castelar,989
976,179000,5,2,160,GBA Oeste,Castelar,1119
977,180000,4,1,135,GBA Oeste,Castelar,1333
978,195000,5,3,278,GBA Oeste,Castelar,701
979,198000,4,1,120,GBA Oeste,Castelar,1650
980,200000,5,3,195,GBA Oeste,Castelar,1026
981,205000,5,4,120,GBA Oeste,Castelar,1708
982,218000,5,2,126,GBA Oeste,Castelar,1730
983,240000,4,3,178,GBA Oeste,Castelar,1348
984,249900,5,1,324,GBA Oeste,Castelar,771
